tNumRatings,tFname,contentType,institution_name,tSid,tDept,rating_class,tLname,tid,categoryType,tMiddlename,overall_rating
0,Erin,TEACHER,University of California Berkeley,1072,English,zero,Edwards,1344920,PROFESSOR,,N/A
0,Penny,TEACHER,University of California Berkeley,1072,Asian Studies,zero,Edwards,1739272,PROFESSOR,,N/A
24,John,TEACHER,University of California Berkeley,1072,History,good,Efron,526095,PROFESSOR,,4.4
1,Brian,TEACHER,University of California Berkeley,1072,Slavic Languages & Literatures,good,Egdorf,2094117,PROFESSOR,,3.5
23,Robert,TEACHER,University of California Berkeley,1072,Interdisciplinary Studies,average,Ehrlich,41471,PROFESSOR,,2.6
18,Barry,TEACHER,University of California Berkeley,1072,Economics,average,Eichengreen,389870,PROFESSOR,,3.4
0,Polina,TEACHER,University of California Berkeley,1072,Psychology,zero,Eidelman,1123995,PROFESSOR,,N/A
120,Robin,TEACHER,University of California Berkeley,1072,History,good,Einhorn,528461,PROFESSOR,,4.4
1,David,TEACHER,University of California Berkeley,1072,Mathematics,average,Eisenbud,1181688,PROFESSOR,,3.0
0,Russell,TEACHER,University of California Berkeley,1072,Psychology,zero,Eisenman,1293367,PROFESSOR,,N/A
3,Bill,TEACHER,University of California Berkeley,1072,Architecture,poor,Eisenstein,538045,PROFESSOR,,1.8
2,Karim,TEACHER,University of California Berkeley,1072,Near Eastern Studies,good,El Gendy,1145828,PROFESSOR,,3.8
15,Naroudinne,TEACHER,University of California Berkeley,1072,Statistics,poor,El Karoui,832399,PROFESSOR,,1.9
2,Mona,TEACHER,University of California Berkeley,1072,Near Eastern Studies,good,El-Sherif,1145827,PROFESSOR,,4.0
0,Robert,TEACHER,University of California Berkeley,1072,Chemical Engineering,zero,Eldridge,1877243,PROFESSOR,B,N/A
2,Damian,TEACHER,University of California Berkeley,1072,Environ. Sci. Policy  Mgmt.,average,Elias,2005572,PROFESSOR,,3.2
0,Elizabeth,TEACHER,University of California Berkeley,1072,"Art, Media, & Design",zero,Elizabeth,1802887,PROFESSOR,,N/A
17,Kamilla,TEACHER,University of California Berkeley,1072,English,good,Elliott,161926,PROFESSOR,,4.8
11,Bruce,TEACHER,University of California Berkeley,1072,History,good,Elliott,685454,PROFESSOR,,4.6
1,Taffeta,TEACHER,University of California Berkeley,1072,Psychology,poor,Elliott,1602637,PROFESSOR,,1.0
0,Tari,TEACHER,University of California Berkeley,1072,Political Science,zero,Ellis,1111560,PROFESSOR,,N/A
13,Nadia,TEACHER,University of California Berkeley,1072,English,good,Ellis,1418405,PROFESSOR,,3.6
62,Jon,TEACHER,University of California Berkeley,1072,Chemistry,good,Ellman,136169,PROFESSOR,,4.7
1,John,TEACHER,University of California Berkeley,1072,Public Policy,good,Ellwood,1727118,PROFESSOR,,4.0
16,Susanna,TEACHER,University of California Berkeley,1072,Religious Studies,good,Elm,287582,PROFESSOR,,3.6
0,Elsa,TEACHER,University of California Berkeley,1072,Near Eastern Studies,zero,Elmahdy,2285849,PROFESSOR,,N/A
5,Leslie,TEACHER,University of California Berkeley,1072,Italian,good,Elwell,944687,PROFESSOR,,5.0
0,Kyle,TEACHER,University of California Berkeley,1072,Agriculture,zero,Emerick,1593313,PROFESSOR,,N/A
1,J S,TEACHER,University of California Berkeley,1072,Psychology,average,Eng,1732607,PROFESSOR,,3.0
0,Andy,TEACHER,University of California Berkeley,1072,Philosophy,zero,Engen,1625346,PROFESSOR,,N/A
4,Damon,TEACHER,University of California Berkeley,1072,Physics,good,English,1238175,PROFESSOR,,4.8
7,Laura,TEACHER,University of California Berkeley,1072,Sociology,good,Enriquez,1143980,PROFESSOR,,4.2
7,Melinda,TEACHER,University of California Berkeley,1072,Writing,good,Erickson,474811,PROFESSOR,,3.6
7,Brad,TEACHER,University of California Berkeley,1072,Anthropology,average,Erickson,1479820,PROFESSOR,,3.2
4,Marisa,TEACHER,University of California Berkeley,1072,Italian,good,Escolar,717463,PROFESSOR,,4.5
6,Samera,TEACHER,University of California Berkeley,1072,Rhetoric,good,Esmeir,886891,PROFESSOR,,4.5
4,Adriana,TEACHER,University of California Berkeley,1072,Economics,average,Espinosa,572754,PROFESSOR,,3.4
0,Robin,TEACHER,University of California Berkeley,1072,Music,zero,Estrada,1324936,PROFESSOR,,N/A
34,Steve,TEACHER,University of California Berkeley,1072,Business Administration,good,Etter,126234,PROFESSOR,,3.7
9,Stephanie,TEACHER,University of California Berkeley,1072,Anthropology,poor,Etting,1624182,PROFESSOR,,2.4
7,Melissa,TEACHER,University of California Berkeley,1072,German,good,Etzler,839720,PROFESSOR,,5.0
4,Nikolaus,TEACHER,University of California Berkeley,1072,German,good,Euba,1085526,PROFESSOR,,5.0
36,L. Craig,TEACHER,University of California Berkeley,1072,Mathematics,good,Evans,324551,PROFESSOR,,4.6
9,Peter,TEACHER,University of California Berkeley,1072,Sociology,good,Evans,776163,PROFESSOR,,3.9
16,Steven,TEACHER,University of California Berkeley,1072,Statistics,poor,Evans,1676551,PROFESSOR,,1.5
1,Matthew,TEACHER,University of California Berkeley,1072,French,good,Evans,1707208,PROFESSOR,,4.5
0,Randi,TEACHER,University of California Berkeley,1072,Theatre  Dance,zero,Evans,2182555,PROFESSOR,,N/A
1,Sonia,TEACHER,University of California Berkeley,1072,Art History,average,Evers,950560,PROFESSOR,,3.0
4,Nastaran,TEACHER,University of California Berkeley,1072,Nutrition,good,FA,1676816,PROFESSOR,,4.5
22,Marilyn,TEACHER,University of California Berkeley,1072,Film,good,Fabe,287581,PROFESSOR,,4.2
0,Nastaran,TEACHER,University of California Berkeley,1072,Nutrition,zero,Faghihnia,2015923,PROFESSOR,,N/A
18,Sally,TEACHER,University of California Berkeley,1072,Environmental Science,good,Fairfax,460318,PROFESSOR,,3.8
26,Joel,TEACHER,University of California Berkeley,1072,Physics,poor,Fajans,757804,PROFESSOR,,2.4
2,Hillary,TEACHER,University of California Berkeley,1072,History,good,Falb,1461556,PROFESSOR,,4.8
15,Eric,TEACHER,University of California Berkeley,1072,English,good,Falci,932855,PROFESSOR,,4.8
13,Roger,TEACHER,University of California Berkeley,1072,Physics,good,Falcone,162215,PROFESSOR,,3.5
2,Arcadia,TEACHER,University of California Berkeley,1072,English,good,Falcone,959747,PROFESSOR,,3.8
6,Andrew,TEACHER,University of California Berkeley,1072,Education,good,Falk,455043,PROFESSOR,,4.2
8,Rebecca,TEACHER,University of California Berkeley,1072,Italian,average,Falkoff,721660,PROFESSOR,,3.4
1,Thibault,TEACHER,University of California Berkeley,1072,Economics,poor,Fally,2196022,PROFESSOR,,1.0
15,Qintao,TEACHER,University of California Berkeley,1072,Economics,good,Fan,945996,PROFESSOR,,3.6
1,Tingting,TEACHER,University of California Berkeley,1072,Environmental Science,good,Fan,946472,PROFESSOR,,5.0
4,Aria,TEACHER,University of California Berkeley,1072,Near Eastern Studies,good,Fani,2107221,PROFESSOR,,5.0
1,Bill,TEACHER,University of California Berkeley,1072,Business Administration,poor,Fanning,2218702,PROFESSOR,,1.0
4,Laura,TEACHER,University of California Berkeley,1072,Women's Studies,poor,Fantone,1817505,PROFESSOR,,2.0
1,Maryam,TEACHER,University of California Berkeley,1072,Mathematics,good,Farahmand,1915740,PROFESSOR,,5.0
4,Thomas,TEACHER,University of California Berkeley,1072,English,good,Farber,579620,PROFESSOR,,4.5
14,Sean,TEACHER,University of California Berkeley,1072,Public Policy,good,Farhang,1231656,PROFESSOR,,4.4
1,Yanay,TEACHER,University of California Berkeley,1072,Economics,good,Farja,857492,PROFESSOR,,3.5
22,Munis,TEACHER,University of California Berkeley,1072,Asian Studies,good,Faruqui,784120,PROFESSOR,,4.8
12,Paula,TEACHER,University of California Berkeley,1072,History,good,Fass,431854,PROFESSOR,,4.8
0,Claire,TEACHER,University of California Berkeley,1072,Biology,zero,Fassio,1615624,PROFESSOR,,N/A
1,Shervin,TEACHER,University of California Berkeley,1072,Chemistry,poor,Fatehi,700853,PROFESSOR,,2.0
16,Richard,TEACHER,University of California Berkeley,1072,Computer Science,poor,Fateman,413002,PROFESSOR,,2.4
4,Melanie,TEACHER,University of California Berkeley,1072,Geography,good,Feakins,954547,PROFESSOR,,3.6
2,Ronald,TEACHER,University of California Berkeley,1072,Electrical Engineering,good,Fearing,1525995,PROFESSOR,,3.8
1,Mike,TEACHER,University of California Berkeley,1072,Philosophy,good,Fedel,751732,PROFESSOR,,4.5
16,Malcolm,TEACHER,University of California Berkeley,1072,Legal Studies,good,Feeley,571737,PROFESSOR,,3.6
0,   Benjamin  ,TEACHER,University of California Berkeley,1072,English,zero,Feinbaum,1973441,PROFESSOR,,N/A
11,Gregory,TEACHER,University of California Berkeley,1072,Psychology,good,Feist,688708,PROFESSOR,,4.4
72,L.J.,TEACHER,University of California Berkeley,1072,Biology,good,Feldman,265432,PROFESSOR,,4.5
28,Flor,TEACHER,University of California Berkeley,1072,Mathematics,average,Feldman,337472,PROFESSOR,,2.6
11,Marian,TEACHER,University of California Berkeley,1072,Near Eastern Studies,good,Feldman,621043,PROFESSOR,,4.7
5,Karen,TEACHER,University of California Berkeley,1072,German,good,Feldman,821673,PROFESSOR,,4.2
4,Daniel,TEACHER,University of California Berkeley,1072,Biology,good,Feldman,1277974,PROFESSOR,,4.6
2,K P,TEACHER,University of California Berkeley,1072,Ethnic Studies,good,Feldman,1359807,PROFESSOR,,4.8
3,Pnina,TEACHER,University of California Berkeley,1072,Business Administration,good,Feldman,1584865,PROFESSOR,,4.8
0,Dylan,TEACHER,University of California Berkeley,1072,Computer Science,zero,Feldman,2002470,PROFESSOR,,N/A
1,Keith,TEACHER,University of California Berkeley,1072,Ethnic Studies,good,Feldman,2031314,PROFESSOR,,4.0
1,Christina,TEACHER,University of California Berkeley,1072,Social Welfare,good,Feliciana,2052160,PROFESSOR,,5.0
3,Brenda,TEACHER,University of California Berkeley,1072,Business Administration,poor,Fellows,1492562,PROFESSOR,,2.2
0,Aileen,TEACHER,University of California Berkeley,1072,Italian,zero,Feng,902934,PROFESSOR,,N/A
7,Gregory,TEACHER,University of California Berkeley,1072,Civil Engineering,good,Fenves,214766,PROFESSOR,,3.9
1,Charlie,TEACHER,University of California Berkeley,1072,Social Welfare,good,Ferguson,1767774,PROFESSOR,,5.0
1,Vanessa,TEACHER,University of California Berkeley,1072,Italian,good,Ferla,862076,PROFESSOR,,4.0
25,Mariane,TEACHER,University of California Berkeley,1072,Anthropology,poor,Ferme,247658,PROFESSOR,,1.9
1,Lia,TEACHER,University of California Berkeley,1072,Public Health,good,Fernald,1075965,PROFESSOR,,5.0
2,Ephrem,TEACHER,University of California Berkeley,1072,Psychology,good,Fernandez,2236083,PROFESSOR,,5.0
6,Carlos,TEACHER,University of California Berkeley,1072,Mechanical Engineering,good,Fernandez-Pello,1089110,PROFESSOR,,3.6
12,John,TEACHER,University of California Berkeley,1072,Classics,good,Ferrari,606309,PROFESSOR,,4.4
0,Charles,TEACHER,University of California Berkeley,1072,Music,zero,Ferris,750035,PROFESSOR,,N/A
1,Stephan,TEACHER,University of California Berkeley,1072,Business Administration,poor,Few,1564059,PROFESSOR,,2.0
4,John,TEACHER,University of California Berkeley,1072,English,average,Fielding,987057,PROFESSOR,,3.4
4,Darell,TEACHER,University of California Berkeley,1072,Architecture,good,Fields,1797382,PROFESSOR,,3.5
229,Alex,TEACHER,University of California Berkeley,1072,Astronomy,good,Filippenko,16984,PROFESSOR,,4.5
20,Filip,TEACHER,University of California Berkeley,1072,Civil Engineering,good,Filippou,134511,PROFESSOR,,3.7
1,Frederico,TEACHER,University of California Berkeley,1072,Economics,good,Finan,1568140,PROFESSOR,,5.0
4,Paul,TEACHER,University of California Berkeley,1072,Biology,good,Fine,1288615,PROFESSOR,,4.9
0,Edward,TEACHER,University of California Berkeley,1072,Information Systems,zero,Fine,2245090,PROFESSOR,,N/A
1,Seth,TEACHER,University of California Berkeley,1072,Biology,good,Finnegan,2003341,PROFESSOR,,5.0
14,Carolyn,TEACHER,University of California Berkeley,1072,Environmental Science,good,Finney,1104918,PROFESSOR,,4.1
0,Luciana,TEACHER,University of California Berkeley,1072,Economics,zero,Fiorini,1363356,PROFESSOR,,N/A
39,Gary,TEACHER,University of California Berkeley,1072,Biology,good,Firestone,244347,PROFESSOR,,4.7
3,Mary,TEACHER,University of California Berkeley,1072,Environmental Science,good,Firestone,1161637,PROFESSOR,,4.3
27,Bob,TEACHER,University of California Berkeley,1072,Biology,good,Fischer,545058,PROFESSOR,,4.4
5,Claude,TEACHER,University of California Berkeley,1072,Sociology,good,Fischer,557565,PROFESSOR,,4.8
77,Steven,TEACHER,University of California Berkeley,1072,Political Science,good,Fish,473591,PROFESSOR,,4.3
1,M,TEACHER,University of California Berkeley,1072,Political Science,average,Fish,1298878,PROFESSOR,,3.0
1,Maya,TEACHER,University of California Berkeley,1072,Biology,good,Fisher,961445,PROFESSOR,,5.0
2,Roy,TEACHER,University of California Berkeley,1072,Near Eastern Studies,good,Fisher,1220395,PROFESSOR,,4.2
0,Jessica,TEACHER,University of California Berkeley,1072,English,zero,Fisher,1450000,PROFESSOR,,N/A
3,Daniel,TEACHER,University of California Berkeley,1072,Anthropology,good,Fisher,1948104,PROFESSOR,,4.5
6,Aaron,TEACHER,University of California Berkeley,1072,Psychology,good,Fisher,2102656,PROFESSOR,,4.5
2,Tim,TEACHER,University of California Berkeley,1072,Political Science,good,Fisken,1051471,PROFESSOR,,3.5
11,Todd,TEACHER,University of California Berkeley,1072,Business Administration,good,Fitch,1457206,PROFESSOR,,4.0
19,Branden,TEACHER,University of California Berkeley,1072,Philosophy,good,Fitelson,443960,PROFESSOR,,4.1
7,Sean,TEACHER,University of California Berkeley,1072,Mathematics,good,Fitzpatrick,1753699,PROFESSOR,,4.5
1,Gabriel,TEACHER,University of California Berkeley,1072,French,poor,Flambard,2141956,PROFESSOR,,1.0
14,Donnett,TEACHER,University of California Berkeley,1072,Writing,average,Flash,982108,PROFESSOR,,3.1
1,Sylvia,TEACHER,University of California Berkeley,1072,Sociology,good,Flatt,2096522,PROFESSOR,,5.0
0,Graham,TEACHER,University of California Berkeley,1072,Chemistry,zero,Fleming,1151043,PROFESSOR,,N/A
27,Tom,TEACHER,University of California Berkeley,1072,Ethnic Studies,good,Fleming,1569175,PROFESSOR,,4.9
5,Sharon,TEACHER,University of California Berkeley,1072,Nutrition,good,Flemming,617350,PROFESSOR,,5.0
5,Joe,TEACHER,University of California Berkeley,1072,Mathematics,good,Flenner,861362,PROFESSOR,,4.3
0,Dan,TEACHER,University of California Berkeley,1072,Engineering,zero,Fletcher,1443284,PROFESSOR,,N/A
7,Neil,TEACHER,University of California Berkeley,1072,Sociology,good,Fligstein,961739,PROFESSOR,,4.3
1,Taryn,TEACHER,University of California Berkeley,1072,Mathematics,good,Flock,1736997,PROFESSOR,,4.5
5,Catherine,TEACHER,University of California Berkeley,1072,English,good,Flynn,1778679,PROFESSOR,,4.0
24,Scott,TEACHER,University of California Berkeley,1072,Music,good,Foglesong,732166,PROFESSOR,,4.5
10,Marshall,TEACHER,University of California Berkeley,1072,History,good,Foletta,864097,PROFESSOR,,3.9
1,Ping,TEACHER,University of California Berkeley,1072,Art History,poor,Foong,1949292,PROFESSOR,,2.0
7,John,TEACHER,University of California Berkeley,1072,Biology,good,Forte,441891,PROFESSOR,,4.0
3,Jeff,TEACHER,University of California Berkeley,1072,Comparative Literature,poor,Forte,755604,PROFESSOR,,1.8
8,Louise,TEACHER,University of California Berkeley,1072,Environmental Science,good,Fortmann,409337,PROFESSOR,,4.2
1,Margaret,TEACHER,University of California Berkeley,1072,Classics,good,Foster,878035,PROFESSOR,,3.5
0,David,TEACHER,University of California Berkeley,1072,Psychology,zero,Foster,2292149,PROFESSOR,,N/A
23,Marion,TEACHER,University of California Berkeley,1072,Sociology,good,Fourcade-Gourinchas,672758,PROFESSOR,,3.5
2,Meredith,TEACHER,University of California Berkeley,1072,Agriculture,good,Fowlie,1632857,PROFESSOR,,4.5
7,Cybelle,TEACHER,University of California Berkeley,1072,Sociology,good,Fox,1382353,PROFESSOR,,4.3
3,Armando,TEACHER,University of California Berkeley,1072,Computer Science,poor,Fox,1827391,PROFESSOR,,1.0
1,Michael,TEACHER,University of California Berkeley,1072,German,good,Fragomeni,2262934,PROFESSOR,,5.0
20,Matt,TEACHER,University of California Berkeley,1072,Chemistry,good,Francis,473693,PROFESSOR,,4.8
31,Darlene,TEACHER,University of California Berkeley,1072,Psychology,good,Francis,752733,PROFESSOR,,4.5
1,Darlene,TEACHER,University of California Berkeley,1072,Public Health,good,Francis,862992,PROFESSOR,,5.0
17,Anne-Lise,TEACHER,University of California Berkeley,1072,English,average,Francois,82455,PROFESSOR,,3.0
2,Paul,TEACHER,University of California Berkeley,1072,Business Administration,average,Frankel,596180,PROFESSOR,,2.8
7,Gordon,TEACHER,University of California Berkeley,1072,Environmental Science,average,Frankie,538055,PROFESSOR,,2.9
2,Michael,TEACHER,University of California Berkeley,1072,Electrical Engineering,good,Franklin,453996,PROFESSOR,,4.8
0,Alex,TEACHER,University of California Berkeley,1072,Physics,zero,Frano,2175245,PROFESSOR,,N/A
7,Maurizio,TEACHER,University of California Berkeley,1072,Chemistry,poor,Franzini,1716225,PROFESSOR,,1.4
4,Christopher,TEACHER,University of California Berkeley,1072,Chemistry,average,Fraser,951718,PROFESSOR,,3.4
1,Massimiliano,TEACHER,University of California Berkeley,1072,Nuclear Engineering,good,Fratoni,2119564,PROFESSOR,,4.5
143,Jean,TEACHER,University of California Berkeley,1072,Chemistry,good,Frechet,9281,PROFESSOR,,4.4
9,Victoria,TEACHER,University of California Berkeley,1072,History,good,Frede,703521,PROFESSOR,,3.8
8,Hannah,TEACHER,University of California Berkeley,1072,Comparative Literature,good,Freed-Thall,747377,PROFESSOR,,4.2
1,Sean,TEACHER,University of California Berkeley,1072,Political Science,good,Freeder,2163063,PROFESSOR,A,5.0
4,Stuart,TEACHER,University of California Berkeley,1072,Physics,average,Freedman,896277,PROFESSOR,,2.5
10,David,TEACHER,University of California Berkeley,1072,Mathematics,poor,Freedman,992548,PROFESSOR,,1.2
26,Michael,TEACHER,University of California Berkeley,1072,Plant Biology,average,Freeling,402998,PROFESSOR,,3.2
0,Ralph,TEACHER,University of California Berkeley,1072,Optometry,zero,Freeman,812284,PROFESSOR,,N/A
1,Barbara,TEACHER,University of California Berkeley,1072,Rhetoric,average,Freeman,1794095,PROFESSOR,Claire,2.5
2,Kim,TEACHER,University of California Berkeley,1072,Writing,good,Freeman,2109459,PROFESSOR,,5.0
1,Matthew,TEACHER,University of California Berkeley,1072,Economics,good,Freeman,2204753,PROFESSOR,Francis,5.0
0,Lara,TEACHER,University of California Berkeley,1072,Women's Studies,zero,Freidenfelds,563286,PROFESSOR,,N/A
1,James,TEACHER,University of California Berkeley,1072,Mathematics,poor,Freitag,1802465,PROFESSOR,,2.0
61,Edward,TEACHER,University of California Berkeley,1072,Mathematics,good,Frenkel,686476,PROFESSOR,,3.9
22,Michael,TEACHER,University of California Berkeley,1072,Engineering,average,Frenklach,439203,PROFESSOR,,3.2
0,David,TEACHER,University of California Berkeley,1072,Comparative Literature,zero,Frick,685866,PROFESSOR,,N/A
5,Karen,TEACHER,University of California Berkeley,1072,Urban Design & Development,good,Frick,948635,PROFESSOR,,4.9
20,Thomas,TEACHER,University of California Berkeley,1072,Economics,poor,Friedland,476817,PROFESSOR,,2.1
1,Gerald,TEACHER,University of California Berkeley,1072,Computer Science,poor,Friedland,2245804,PROFESSOR,,1.0
2,Lee,TEACHER,University of California Berkeley,1072,Public Policy,good,Friedman,931789,PROFESSOR,,5.0
0,Bradley,TEACHER,University of California Berkeley,1072,Mathematics,zero,Froehle,1202005,PROFESSOR,,N/A
32,Kathleen,TEACHER,University of California Berkeley,1072,History,good,Frydl,710255,PROFESSOR,,3.7
15,Eva,TEACHER,University of California Berkeley,1072,English,average,Fuchs,155291,PROFESSOR,,3.3
2,Annie,TEACHER,University of California Berkeley,1072,Ethnic Studies,good,Fukushima,1660353,PROFESSOR,,3.5
10,Robert,TEACHER,University of California Berkeley,1072,Biology,good,Full,536932,PROFESSOR,,3.9
16,Mia,TEACHER,University of California Berkeley,1072,Italian,good,Fuller,801071,PROFESSOR,,3.5
4,Bruce,TEACHER,University of California Berkeley,1072,Education,good,Fuller,865419,PROFESSOR,,4.5
2,Inez,TEACHER,University of California Berkeley,1072,Environmental Science,poor,Fung,1273072,PROFESSOR,,1.8
3,Andy,TEACHER,University of California Berkeley,1072,Education,good,Furco,893576,PROFESSOR,,4.0
9,Sumi,TEACHER,University of California Berkeley,1072,Classics,good,Furiya,776876,PROFESSOR,,4.2
1,Tim,TEACHER,University of California Berkeley,1072,Music,poor,Fuson,1592461,PROFESSOR,,1.5
4,Alice,TEACHER,University of California Berkeley,1072,Linguistics,good,Gaby,1001977,PROFESSOR,,4.2
3,Andrea,TEACHER,University of California Berkeley,1072,Comparative Literature,good,Gadberry,1743916,PROFESSOR,,5.0
68,Christopher,TEACHER,University of California Berkeley,1072,Psychology,good,Gade,847170,PROFESSOR,,4.0
8,Susanne,TEACHER,University of California Berkeley,1072,Linguistics,average,Gahl,1194305,PROFESSOR,,3.0
33,Sean,TEACHER,University of California Berkeley,1072,Political Science,good,Gailmard,1106913,PROFESSOR,,4.0
3,Andrius,TEACHER,University of California Berkeley,1072,Political Science,good,Galisanka,2016865,PROFESSOR,,3.7
0,Catherine,TEACHER,University of California Berkeley,1072,English,zero,Gallagher,716139,PROFESSOR,,N/A
14,Jack,TEACHER,University of California Berkeley,1072,Psychology,average,Gallant,318043,PROFESSOR,,2.7
1,Sherrie,TEACHER,University of California Berkeley,1072,Biology,good,Gallipeau,2010585,PROFESSOR,,5.0
1,Katherine,TEACHER,University of California Berkeley,1072,Mass Communications,good,Galloway,1229548,PROFESSOR,,3.5
7,Sarah,TEACHER,University of California Berkeley,1072,Public Health,good,Gamble,1469126,PROFESSOR,,4.6
0,Eileen,TEACHER,University of California Berkeley,1072,Social Welfare,zero,Gambrill,1655378,PROFESSOR,,N/A
1,Aubrey,TEACHER,University of California Berkeley,1072,English,good,Ganas,724437,PROFESSOR,,5.0
6,Joshua,TEACHER,University of California Berkeley,1072,English,good,Gang,2038799,PROFESSOR,,4.2
1,Oran,TEACHER,University of California Berkeley,1072,Mathematics,good,Gannot,1702788,PROFESSOR,,5.0
7,Ori,TEACHER,University of California Berkeley,1072,Physics,good,Ganor,1397055,PROFESSOR,,4.8
3,Matteo,TEACHER,University of California Berkeley,1072,Environmental Science,poor,Garbelotto,890942,PROFESSOR,,1.3
74,Dan,TEACHER,University of California Berkeley,1072,Computer Science,good,Garcia,142865,PROFESSOR,,4.0
2,Marcos,TEACHER,University of California Berkeley,1072,English,good,Garcia,2134932,PROFESSOR,,3.5
2,Lisa,TEACHER,University of California Berkeley,1072,Education,good,Garcia Bedolla,1753876,PROFESSOR,,5.0
2,Laura,TEACHER,University of California Berkeley,1072,Spanish,good,Garcia-Moreno,1280364,PROFESSOR,,4.5
0,Nilofar,TEACHER,University of California Berkeley,1072,English,zero,Gardezi,1990899,PROFESSOR,,N/A
0,Jonathan,TEACHER,University of California Berkeley,1072,Psychology,zero,Gardner,1284753,PROFESSOR,,N/A
1,Sanjam,TEACHER,University of California Berkeley,1072,Computer Science,poor,Garg,2228071,PROFESSOR,,2.0
27,Andrew,TEACHER,University of California Berkeley,1072,Linguistics,good,Garrett,407368,PROFESSOR,,4.4
18,Gian,TEACHER,University of California Berkeley,1072,Biology,average,Garriga,244359,PROFESSOR,,3.4
2,Gary,TEACHER,University of California Berkeley,1072,East Asian Studies,good,Gartenberg,689397,PROFESSOR,,4.5
1,Lise,TEACHER,University of California Berkeley,1072,English,good,Gaston,2176899,PROFESSOR,,4.0
9,Michael,TEACHER,University of California Berkeley,1072,Engineering,good,Gastpar,352802,PROFESSOR,,3.6
9,Cody,TEACHER,University of California Berkeley,1072,English,good,Gates,683184,PROFESSOR,,4.0
6,Hilary,TEACHER,University of California Berkeley,1072,French,good,Gay,695189,PROFESSOR,,5.0
0,Maryl,TEACHER,University of California Berkeley,1072,Education,zero,Gearhart,1563903,PROFESSOR,,N/A
10,Dan,TEACHER,University of California Berkeley,1072,Mathematics,average,Geba,123004,PROFESSOR,,3.0
1,Kristina,TEACHER,University of California Berkeley,1072,Philosophy,poor,Gehrman,1164759,PROFESSOR,,1.5
1,Matthew,TEACHER,University of California Berkeley,1072,Biology,good,Geise,970823,PROFESSOR,,4.0
13,Phillip,TEACHER,University of California Berkeley,1072,Chemistry,good,Geissler,777531,PROFESSOR,,4.4
1,J.C.,TEACHER,University of California Berkeley,1072,Languages,good,Geissman,701819,PROFESSOR,,4.5
2,Jessica,TEACHER,University of California Berkeley,1072,Philosophy,average,Gelber,1504300,PROFESSOR,,3.0
0,Jeff,TEACHER,University of California Berkeley,1072,Chemistry,zero,Gelles,458872,PROFESSOR,,N/A
1,Michel,TEACHER,University of California Berkeley,1072,Environ. Sci. Policy  Mgmt.,poor,Gelobter,2248754,PROFESSOR,,1.0
6,Norman,TEACHER,University of California Berkeley,1072,Film,good,Gendelman,1367087,PROFESSOR,,5.0
1,Norman,TEACHER,University of California Berkeley,1072,Film,good,Gendleman,1337216,PROFESSOR,,4.5
1,Aimee,TEACHER,University of California Berkeley,1072,History,good,Genell,2264753,PROFESSOR,,5.0
1,Nathan,TEACHER,University of California Berkeley,1072,Mathematics,poor,George,896379,PROFESSOR,,2.0
5,Susan,TEACHER,University of California Berkeley,1072,Women's Studies,good,George,930908,PROFESSOR,,4.7
12,Mather,TEACHER,University of California Berkeley,1072,Anthropology,poor,George,2046107,PROFESSOR,,2.3
1,Victor,TEACHER,University of California Berkeley,1072,American Studies,poor,Geraci,939647,PROFESSOR,,2.0
2,Philip,TEACHER,University of California Berkeley,1072,German,good,Gerard,2043817,PROFESSOR,,4.5
9,Christina,TEACHER,University of California Berkeley,1072,German,good,Gerhardt,582703,PROFESSOR,,4.6
4,John,TEACHER,University of California Berkeley,1072,Biology,good,Gerhart,835385,PROFESSOR,,3.8
7,Michael,TEACHER,University of California Berkeley,1072,Business Administration,poor,Gerlach,454067,PROFESSOR,,1.8
5,Mike,TEACHER,University of California Berkeley,1072,Chemistry,good,Gesinski,1741748,PROFESSOR,,4.6
11,Wayne,TEACHER,University of California Berkeley,1072,Environ. Sci. Policy & Mgmt.,poor,Getz,1245907,PROFESSOR,,2.4
9,Dennis,TEACHER,University of California Berkeley,1072,Business Administration,average,Geyer,864422,PROFESSOR,,2.8
4,Gholam-Reza,TEACHER,University of California Berkeley,1072,Near Eastern Studies,good,Ghahramani,1794768,PROFESSOR,,5.0
3,Jarred,TEACHER,University of California Berkeley,1072,Chemical Engineering,good,Ghilarducci,1538137,PROFESSOR,,4.8
3,Srijani,TEACHER,University of California Berkeley,1072,Theatre  Dance,good,Ghosh,2050708,PROFESSOR,,4.3
1,Jennifer,TEACHER,University of California Berkeley,1072,Film,poor,Giang Icasiano,1824848,PROFESSOR,,1.5
1,Kevin,TEACHER,University of California Berkeley,1072,Anthropology,poor,Gibbs,2262590,PROFESSOR,,2.0
1,Greg,TEACHER,University of California Berkeley,1072,Computer Science,good,Gibeling,1077223,PROFESSOR,,5.0
1,Richard,TEACHER,University of California Berkeley,1072,Economics,good,Gilbert,1113018,PROFESSOR,,5.0
1,Neil,TEACHER,University of California Berkeley,1072,Social Welfare,good,Gilbert,1621494,PROFESSOR,,4.5
4,Dorothy,TEACHER,University of California Berkeley,1072,English,good,Gilbert,1946193,PROFESSOR,,4.4
6,Rondi,TEACHER,University of California Berkeley,1072,English,good,Gilbert-Mauldon,930008,PROFESSOR,,3.7
2,Rosemary,TEACHER,University of California Berkeley,1072,Biology,good,Gillespie,896101,PROFESSOR,,4.5
