tNumRatings,tFname,contentType,institution_name,tSid,tDept,rating_class,tLname,tid,categoryType,tMiddlename,overall_rating
2,Cynthia,TEACHER,University of California Berkeley,1072,Tagalog,good,Aban,2208233,PROFESSOR,,5.0
0,Pieter,TEACHER,University of California Berkeley,1072,Computer Science,zero,Abbeel,1981669,PROFESSOR,,N/A
2,Carolyn,TEACHER,University of California Berkeley,1072,Mathematics,good,Abbott,2300627,PROFESSOR,R.,5.0
23,Elizabeth,TEACHER,University of California Berkeley,1072,English,good,Abel,467924,PROFESSOR,,4.1
1,Dor,TEACHER,University of California Berkeley,1072,Education,good,Abrahamson,1558897,PROFESSOR,,4.0
33,Richard,TEACHER,University of California Berkeley,1072,History,average,Abrams,224624,PROFESSOR,,3.0
10,Melanie,TEACHER,University of California Berkeley,1072,English,good,Abrams,505806,PROFESSOR,,4.8
7,Kathryn,TEACHER,University of California Berkeley,1072,Legal Studies,good,Abrams,928282,PROFESSOR,,4.6
4,Barbara,TEACHER,University of California Berkeley,1072,Public Health,good,Abrams,1042490,PROFESSOR,,4.6
10,As'Ad,TEACHER,University of California Berkeley,1072,Near Eastern Studies,average,Abukhalil,848844,PROFESSOR,,2.8
5,Roni,TEACHER,University of California Berkeley,1072,Interdisciplinary Studies,good,Abusaad,1145826,PROFESSOR,,4.4
1,Sarah,TEACHER,University of California Berkeley,1072,Social Welfare,good,Accomazzo,2052162,PROFESSOR,,4.5
40,Robert,TEACHER,University of California Berkeley,1072,Geography,good,Acker,483415,PROFESSOR,,3.8
6,David,TEACHER,University of California Berkeley,1072,Biology,good,Ackerly,1187331,PROFESSOR,,4.9
0,Edwin,TEACHER,University of California Berkeley,1072,Sociology,zero,Ackerman,2151349,PROFESSOR,,N/A
120,Dan,TEACHER,University of California Berkeley,1072,Economics,poor,Acland,1470607,PROFESSOR,,2.0
0,Adrian,TEACHER,University of California Berkeley,1072,English,zero,Acu,1810744,PROFESSOR,,N/A
14,Kevin,TEACHER,University of California Berkeley,1072,History,average,Adams,579494,PROFESSOR,,2.8
0,Anthony,TEACHER,University of California Berkeley,1072,Optometry,zero,Adams,1216946,PROFESSOR,,N/A
21,Anthony,TEACHER,University of California Berkeley,1072,History,good,Adamthwaite,665611,PROFESSOR,,4.5
7,Deolinda,TEACHER,University of California Berkeley,1072,Portuguese,good,Adao,287571,PROFESSOR,,5.0
5,Arash,TEACHER,University of California Berkeley,1072,Architecture,good,Adel,1850328,PROFESSOR,,3.6
102,Ani,TEACHER,University of California Berkeley,1072,Statistics,good,Adhikari,124596,PROFESSOR,,4.3
2,Aditya,TEACHER,University of California Berkeley,1072,Mathematics,good,Adiredja,1607970,PROFESSOR,,4.5
7,Ilan,TEACHER,University of California Berkeley,1072,Industrial Engineering,good,Adler,631997,PROFESSOR,,4.0
1,Peter,TEACHER,University of California Berkeley,1072,Biology,good,Adler,847207,PROFESSOR,,4.5
2,Rutie,TEACHER,University of California Berkeley,1072,Languages,average,Adler,938371,PROFESSOR,,3.2
1,Robert,TEACHER,University of California Berkeley,1072,German,good,Adler Peckerar,1031955,PROFESSOR,,4.5
37,Mina,TEACHER,University of California Berkeley,1072,Mathematics,good,Aganagic,596854,PROFESSOR,,3.5
47,Sabrina,TEACHER,University of California Berkeley,1072,Anthropology,average,Agarwal,586255,PROFESSOR,,3.0
0,KJ,TEACHER,University of California Berkeley,1072,Comparative Literature,zero,Agbogdike,1732409,PROFESSOR,,N/A
20,Vinod,TEACHER,University of California Berkeley,1072,Political Science,average,Aggarwal,462835,PROFESSOR,,2.5
32,Ayse,TEACHER,University of California Berkeley,1072,Women's Studies,good,Agis,446616,PROFESSOR,,3.5
1,Alice,TEACHER,University of California Berkeley,1072,Mechanical Engineering,good,Agogino,1818003,PROFESSOR,,5.0
33,Ian,TEACHER,University of California Berkeley,1072,Mathematics,poor,Agol,1152436,PROFESSOR,,1.9
5,Maria,TEACHER,University of California Berkeley,1072,Anthropology,good,Agozzino,444615,PROFESSOR,,4.8
13,Shahwali,TEACHER,University of California Berkeley,1072,Near Eastern Studies,good,Ahmadi,876887,PROFESSOR,,4.5
2,Aftab,TEACHER,University of California Berkeley,1072,Languages,good,Ahmed,1269297,PROFESSOR,,4.5
5,Asad,TEACHER,University of California Berkeley,1072,Near Eastern Studies,good,Ahmed,1797253,PROFESSOR,Q.,4.6
17,Russell,TEACHER,University of California Berkeley,1072,Physical Ed,good,Ahn,629346,PROFESSOR,,4.0
4,David,TEACHER,University of California Berkeley,1072,Economics,good,Ahn,721957,PROFESSOR,,4.2
0,Jean,TEACHER,University of California Berkeley,1072,Music,zero,Ahn,2021638,PROFESSOR,,N/A
1,Joonhong,TEACHER,University of California Berkeley,1072,Nuclear Engineering,good,Ahn,2119555,PROFESSOR,,5.0
1,George,TEACHER,University of California Berkeley,1072,Economics,good,Akerlof,511397,PROFESSOR,,4.5
4,Saleem,TEACHER,University of California Berkeley,1072,Anthropology,good,Al-Bahloly,1718321,PROFESSOR,,4.1
6,Reza,TEACHER,University of California Berkeley,1072,Mechanical Engineering,good,Alam,1681018,PROFESSOR,,4.5
5,Alan,TEACHER,University of California Berkeley,1072,Business Administration,good,Alan Ross,1732256,PROFESSOR,,3.9
5,Rodolfo,TEACHER,University of California Berkeley,1072,History,good,Alaniz,2157671,PROFESSOR,John,4.4
7,Norma,TEACHER,University of California Berkeley,1072,Women's Studies,poor,Alarcon,412494,PROFESSOR,,2.3
2,Badr,TEACHER,University of California Berkeley,1072,Physics,good,Albanna,1037003,PROFESSOR,,5.0
6,Claudia,TEACHER,University of California Berkeley,1072,Social Welfare,good,Albano,1492733,PROFESSOR,,4.8
12,Tom,TEACHER,University of California Berkeley,1072,Biology,good,Alber,472560,PROFESSOR,,4.0
13,Catherine,TEACHER,University of California Berkeley,1072,Legal Studies,average,Albiston,619583,PROFESSOR,,3.2
10,Marco,TEACHER,University of California Berkeley,1072,Mathematics,good,Aldi,1033371,PROFESSOR,,3.8
7,David,TEACHER,University of California Berkeley,1072,Statistics,average,Aldous,578522,PROFESSOR,,3.0
8,Ronelle,TEACHER,University of California Berkeley,1072,Languages,good,Alexander,802764,PROFESSOR,,4.0
0,Keith,TEACHER,University of California Berkeley,1072,Chemical Engineering,zero,Alexander,1405349,PROFESSOR,,N/A
0,Nicole,TEACHER,University of California Berkeley,1072,Law,zero,Alexander,1737107,PROFESSOR,,N/A
1,Nicole,TEACHER,University of California Berkeley,1072,Business Administration,good,Alexander,1737108,PROFESSOR,,5.0
12,Arkady,TEACHER,University of California Berkeley,1072,Languages,good,Alexeev,580538,PROFESSOR,,5.0
6,D,TEACHER,University of California Berkeley,1072,Anthropology,good,Alfonso,1086226,PROFESSOR,,3.9
0,Robert,TEACHER,University of California Berkeley,1072,Film,zero,Alford,2041739,PROFESSOR,,N/A
14,Hamid,TEACHER,University of California Berkeley,1072,Near Eastern Studies,good,Algar,543830,PROFESSOR,,3.9
3,Ayla,TEACHER,University of California Berkeley,1072,Near Eastern Studies,good,Algar,578597,PROFESSOR,,4.8
1,Patricia,TEACHER,University of California Berkeley,1072,Spanish,good,Algara,782968,PROFESSOR,,4.5
13,Paul,TEACHER,University of California Berkeley,1072,Chemistry,average,Alivisatos,178580,PROFESSOR,,3.1
7,Michael,TEACHER,University of California Berkeley,1072,Comparative Literature,good,Allan,653568,PROFESSOR,,4.8
0,Eva,TEACHER,University of California Berkeley,1072,Art History,zero,Allan,2284975,PROFESSOR,,N/A
9,Robert,TEACHER,University of California Berkeley,1072,African-American Studies,good,Allen,686695,PROFESSOR,,5.0
24,Richard,TEACHER,University of California Berkeley,1072,Earth Science,good,Allen,760005,PROFESSOR,,4.5
27,Mont,TEACHER,University of California Berkeley,1072,Art History,good,Allen,1135949,PROFESSOR,,4.8
0,Barbara,TEACHER,University of California Berkeley,1072,Environ. Sci. Policy & Mgmt.,zero,Allen-Diaz,1540812,PROFESSOR,,N/A
5,Mason,TEACHER,University of California Berkeley,1072,German,good,Allred,1564161,PROFESSOR,,4.1
1,David,TEACHER,University of California Berkeley,1072,Mechanical Engineering,average,Allstot,2096862,PROFESSOR,,3.0
6,Rodrigo,TEACHER,University of California Berkeley,1072,Environ. Sci. Policy & Mgmt.,average,Almeida,1480865,PROFESSOR,,3.0
4,Elad,TEACHER,University of California Berkeley,1072,Electrical Engineering,good,Alon,2057533,PROFESSOR,,5.0
12,Mark,TEACHER,University of California Berkeley,1072,Biology,good,Alper,482803,PROFESSOR,,3.9
12,Nezar,TEACHER,University of California Berkeley,1072,Urban Design & Development,good,Alsayyad,615176,PROFESSOR,,3.8
2,Robert,TEACHER,University of California Berkeley,1072,Comparative Literature,good,Alter,1246671,PROFESSOR,,4.8
42,Charles,TEACHER,University of California Berkeley,1072,English,average,Altieri,309183,PROFESSOR,,2.6
10,Miguel,TEACHER,University of California Berkeley,1072,Environmental Science,average,Altieri,538047,PROFESSOR,,3.3
24,Joel,TEACHER,University of California Berkeley,1072,English,average,Altman,409317,PROFESSOR,,3.3
1,Meg,TEACHER,University of California Berkeley,1072,Rhetoric,average,Alvarado Saggese,2018340,PROFESSOR,,2.5
20,Walter,TEACHER,University of California Berkeley,1072,Earth Science,good,Alvarez,350507,PROFESSOR,,4.4
2,Lisa,TEACHER,University of California Berkeley,1072,Civil Engineering,good,Alvarez-Cohen,731573,PROFESSOR,,5.0
10,Sharon,TEACHER,University of California Berkeley,1072,Biology,good,Amacher,594997,PROFESSOR,,4.4
4,Andrew,TEACHER,University of California Berkeley,1072,Environmental Science,good,Amacher,598679,PROFESSOR,,5.0
20,Ana,TEACHER,University of California Berkeley,1072,Spanish,average,Ameal-Guerra,929346,PROFESSOR,,2.5
1,Marco,TEACHER,University of California Berkeley,1072,Psychology,good,Amezcua,2241006,PROFESSOR,,5.0
12,Ron,TEACHER,University of California Berkeley,1072,Environmental Science,good,Amundson,620720,PROFESSOR,,3.8
73,Nancy,TEACHER,University of California Berkeley,1072,Nutrition,good,Amy,469028,PROFESSOR,,3.6
2,Jinsoo,TEACHER,University of California Berkeley,1072,East Asian Studies,good,An,2261606,PROFESSOR,,3.5
2,Andreas,TEACHER,University of California Berkeley,1072,Philosophy,good,Anagnostopoulos,1070626,PROFESSOR,,4.2
1,James,TEACHER,University of California Berkeley,1072,Physics,good,Analytis,2143982,PROFESSOR,,5.0
0,Nandini,TEACHER,University of California Berkeley,1072,Chemistry,zero,Ananth,621021,PROFESSOR,,N/A
1,Venkat,TEACHER,University of California Berkeley,1072,Electrical Engineering,average,Anantharam,1067948,PROFESSOR,,3.0
0,Sole ,TEACHER,University of California Berkeley,1072,Italian,zero,Anatrone,2048673,PROFESSOR,,N/A
2,William,TEACHER,University of California Berkeley,1072,Astronomy,good,Anders,1128735,PROFESSOR,,5.0
6,Richard,TEACHER,University of California Berkeley,1072,Chemistry,poor,Andersen,48602,PROFESSOR,,2.2
8,Els,TEACHER,University of California Berkeley,1072,English,good,Anderson,359112,PROFESSOR,,4.8
36,Margaret,TEACHER,University of California Berkeley,1072,History,good,Anderson,458295,PROFESSOR,,4.0
0,Warwick,TEACHER,University of California Berkeley,1072,Nutrition,zero,Anderson,563284,PROFESSOR,,N/A
3,Meghan,TEACHER,University of California Berkeley,1072,Mathematics,good,Anderson,653268,PROFESSOR,,3.8
6,Kea,TEACHER,University of California Berkeley,1072,English,good,Anderson,714821,PROFESSOR,,4.8
13,Diane,TEACHER,University of California Berkeley,1072,Psychology,good,Anderson,769796,PROFESSOR,,3.8
0,Lauren,TEACHER,University of California Berkeley,1072,Physics,zero,Anderson,1584165,PROFESSOR,,N/A
0,Mark,TEACHER,University of California Berkeley,1072,Architecture,zero,Anderson,1724171,PROFESSOR,,N/A
6,Abigail,TEACHER,University of California Berkeley,1072,Sociology,good,Andrews,1287866,PROFESSOR,,4.2
1,Uri,TEACHER,University of California Berkeley,1072,Mathematics,good,Andrews,1328116,PROFESSOR,,5.0
5,Stephen,TEACHER,University of California Berkeley,1072,Environmental Science,poor,ANDREWS,2012160,PROFESSOR,P,1.6
0,Steven,TEACHER,University of California Berkeley,1072,Earth  Planetary Sciences,zero,Andrews,2128269,PROFESSOR,,N/A
1,Patel,TEACHER,University of California Berkeley,1072,Mathematics,good,Aneri,1637716,PROFESSOR,,5.0
1,Mark,TEACHER,University of California Berkeley,1072,Not Specified,good,Angel,1574806,PROFESSOR,,5.0
2,Davies,TEACHER,University of California Berkeley,1072,Anthropology,good,Angela,311935,PROFESSOR,,4.8
2,Millicent,TEACHER,University of California Berkeley,1072,Business Administration,average,Angelin,1147054,PROFESSOR,,3.0
2,Diliana,TEACHER,University of California Berkeley,1072,Art History,good,Angelova,1712071,PROFESSOR,,3.8
21,Avril,TEACHER,University of California Berkeley,1072,English,good,Angevine,722836,PROFESSOR,,3.5
0,Isabelle,TEACHER,University of California Berkeley,1072,Architecture,zero,Angieri,2032219,PROFESSOR,,N/A
6,Libby,TEACHER,University of California Berkeley,1072,Political Science,good,Anker,719797,PROFESSOR,,4.2
24,Chris,TEACHER,University of California Berkeley,1072,Political Science,good,Ansell,430465,PROFESSOR,,3.7
1,David,TEACHER,University of California Berkeley,1072,Economics,poor,Anthoff,1904237,PROFESSOR,,1.0
9,George,TEACHER,University of California Berkeley,1072,Mechanical Engineering,good,Anwar,1088949,PROFESSOR,,4.0
3,Sarah,TEACHER,University of California Berkeley,1072,Public Policy,good,Anzia,1846253,PROFESSOR,,3.9
13,Greg,TEACHER,University of California Berkeley,1072,Nutrition,average,Aponte,1983267,PROFESSOR,,2.7
12,Alexander,TEACHER,University of California Berkeley,1072,Mathematics,poor,Appleton,2050107,PROFESSOR,J,1.8
5,Murat,TEACHER,University of California Berkeley,1072,Electrical Engineering,good,Arcak,1757427,PROFESSOR,,3.6
0,Gerardo,TEACHER,University of California Berkeley,1072,Ethnic Studies,zero,Arellano,917544,PROFESSOR,,N/A
5,Adam,TEACHER,University of California Berkeley,1072,Engineering,average,Arkin,814484,PROFESSOR,,2.6
14,Francisco,TEACHER,University of California Berkeley,1072,Civil Engineering,average,Armero,299533,PROFESSOR,,3.4
4,Scott,TEACHER,University of California Berkeley,1072,Mathematics,good,Armstrong,849781,PROFESSOR,,4.8
31,John,TEACHER,University of California Berkeley,1072,Chemistry,good,Arnold,303636,PROFESSOR,,3.9
12,Oliver,TEACHER,University of California Berkeley,1072,English,good,Arnold,1521018,PROFESSOR,,4.5
2,Charlotte,TEACHER,University of California Berkeley,1072,French,good,Arragain,954086,PROFESSOR,,4.5
19,Leonardo,TEACHER,University of California Berkeley,1072,Political Science,good,Arriola,985506,PROFESSOR,,3.8
9,Alfred,TEACHER,University of California Berkeley,1072,Ethnic Studies,good,Arteaga,421539,PROFESSOR,,4.2
2,William,TEACHER,University of California Berkeley,1072,Mathematics,good,Arveson,132910,PROFESSOR,,4.5
1,Krste,TEACHER,University of California Berkeley,1072,Computer Science,poor,Asanovic,1881116,PROFESSOR,,2.0
7,Ivan,TEACHER,University of California Berkeley,1072,Political Science,average,Ascher,879148,PROFESSOR,,3.2
4,Albert,TEACHER,University of California Berkeley,1072,Italian,good,Ascoli,470852,PROFESSOR,,4.2
1,Daniel,TEACHER,University of California Berkeley,1072,Business Administration,poor,Asera,647898,PROFESSOR,,1.0
8,Richard,TEACHER,University of California Berkeley,1072,Political Science,good,Ashcroft,1213448,PROFESSOR,,4.0
21,Jac,TEACHER,University of California Berkeley,1072,Women's Studies,good,Asher,1355855,PROFESSOR,,3.7
0,Jacqueline,TEACHER,University of California Berkeley,1072,Women's Studies,zero,Asher,1972197,PROFESSOR,,N/A
8,Michael,TEACHER,University of California Berkeley,1072,Anthropology,average,Ashley-Lopez,473898,PROFESSOR,,2.6
17,Robert,TEACHER,University of California Berkeley,1072,Chinese,average,Ashmore,205414,PROFESSOR,,3.2
0,Kaveh,TEACHER,University of California Berkeley,1072,Film,zero,Askari,1100764,PROFESSOR,,N/A
0,Elie,TEACHER,University of California Berkeley,1072,Business Administration,zero,Asmar,2288906,PROFESSOR,,N/A
1,Mark,TEACHER,University of California Berkeley,1072,Engineering,good,Asta,2021438,PROFESSOR,,4.5
10,Abolhassan,TEACHER,University of California Berkeley,1072,Engineering,good,Astaneh-Asl,423655,PROFESSOR,,3.5
12,Stephan,TEACHER,University of California Berkeley,1072,History,good,Astourian,560863,PROFESSOR,,4.5
16,Alper,TEACHER,University of California Berkeley,1072,Industrial Engineering,average,Atamturk,645515,PROFESSOR,,3.0
0,Andrew,TEACHER,University of California Berkeley,1072,Architecture,zero,Atwood,2008140,PROFESSOR,,N/A
1,Alan,TEACHER,University of California Berkeley,1072,Economics,poor,Auerbach,2120918,PROFESSOR,,1.5
25,Max,TEACHER,University of California Berkeley,1072,International Studies,good,Auffhammer,726122,PROFESSOR,,5.0
0,Bertrand,TEACHER,University of California Berkeley,1072,Film,zero,Augst,690897,PROFESSOR,,N/A
24,Denis,TEACHER,University of California Berkeley,1072,Mathematics,good,Auroux,1483012,PROFESSOR,,4.7
0,Cindy,TEACHER,University of California Berkeley,1072,Near Eastern Studies,zero,Ausec,1397567,PROFESSOR,,N/A
0,Michael,TEACHER,University of California Berkeley,1072,Social Welfare,zero,Austin,2052154,PROFESSOR,,N/A
0,Robert ,TEACHER,University of California Berkeley,1072,Social Welfare,zero,Ayasse,2052156,PROFESSOR,,N/A
60,Babak,TEACHER,University of California Berkeley,1072,Electrical Engineering,good,Ayazifar,761773,PROFESSOR,,4.3
17,Ozlem,TEACHER,University of California Berkeley,1072,Psychology,good,Ayduk,631779,PROFESSOR,,4.1
50,Americ,TEACHER,University of California Berkeley,1072,International Studies,average,Azevedo,333699,PROFESSOR,,3.4
7,Milton,TEACHER,University of California Berkeley,1072,Spanish,good,Azevedo,748863,PROFESSOR,,4.1
5,Wasim,TEACHER,University of California Berkeley,1072,Business Administration,poor,Azhar,1605317,PROFESSOR,,1.2
2,Zehlia,TEACHER,University of California Berkeley,1072,Education,good,Babaci-Wilhite,2071904,PROFESSOR,,5.0
29,Paola,TEACHER,University of California Berkeley,1072,Women's Studies,average,Bacchetta,373823,PROFESSOR,,3.0
0,Jonathan,TEACHER,University of California Berkeley,1072,Computer Science,zero,Bachrach,2035581,PROFESSOR,Richard,N/A
5,Doris,TEACHER,University of California Berkeley,1072,Not Specified,good,Bachtrog,1722730,PROFESSOR,,4.0
2,Donald,TEACHER,University of California Berkeley,1072,German,average,Backman,871164,PROFESSOR,,3.0
13,Julia,TEACHER,University of California Berkeley,1072,English,good,Bader,584087,PROFESSOR,,3.8
6,Chan,TEACHER,University of California Berkeley,1072,Mathematics,good,Bae,2281133,PROFESSOR,,5.0
12,Jerome,TEACHER,University of California Berkeley,1072,Sociology,good,Baggett,959212,PROFESSOR,,4.3
3,Don,TEACHER,University of California Berkeley,1072,Geography,good,Bain,481681,PROFESSOR,,3.8
4,Jennifer,TEACHER,University of California Berkeley,1072,Rhetoric,average,Bajorek,729508,PROFESSOR,,2.8
2,Nilgun,TEACHER,University of California Berkeley,1072,Theatre & Dance,good,Bakaraktar,1102316,PROFESSOR,,3.8
21,Jill,TEACHER,University of California Berkeley,1072,Sociology,good,Bakehorn,1897619,PROFESSOR,A,3.8
2,Lesley,TEACHER,University of California Berkeley,1072,Art,good,Baker,629038,PROFESSOR,,5.0
1,Matt,TEACHER,University of California Berkeley,1072,Mathematics,good,Baker,1648983,PROFESSOR,,5.0
0,Janaki,TEACHER,University of California Berkeley,1072,History,zero,Bakhle,1995066,PROFESSOR,,N/A
11,Dennis,TEACHER,University of California Berkeley,1072,Environmental Science,average,Baldocchi,880410,PROFESSOR,,2.9
8,Bruce,TEACHER,University of California Berkeley,1072,Biology,good,Baldwin,1259651,PROFESSOR,,3.5
2,Ruth,TEACHER,University of California Berkeley,1072,English,good,Baldwin,1292573,PROFESSOR,,4.8
1,Stuart,TEACHER,University of California Berkeley,1072,Physics,good,Bale,1622900,PROFESSOR,,4.0
10,Stephanie,TEACHER,University of California Berkeley,1072,History,good,Ballenger,1695978,PROFESSOR,,3.5
7,Guive,TEACHER,University of California Berkeley,1072,Mathematics,average,Balooch,639110,PROFESSOR,,3.4
0,Nitash,TEACHER,University of California Berkeley,1072,Chemical Engineering,zero,Balsara,1697798,PROFESSOR,,N/A
8,Heather,TEACHER,University of California Berkeley,1072,Spanish,good,Bamford,889083,PROFESSOR,,4.6
22,Richard,TEACHER,University of California Berkeley,1072,Mathematics,average,Bamler,2026308,PROFESSOR,H,3.0
18,Anne,TEACHER,University of California Berkeley,1072,English,average,Banfield,82453,PROFESSOR,,2.7
10,Jill,TEACHER,University of California Berkeley,1072,Environmental Science,good,Banfield,1123532,PROFESSOR,,3.6
18,Cristina,TEACHER,University of California Berkeley,1072,Business Administration,good,Banks,892372,PROFESSOR,,4.5
2,Savaughn,TEACHER,University of California Berkeley,1072,Social Welfare,good,Banks,1408099,PROFESSOR,,4.5
12,Emily,TEACHER,University of California Berkeley,1072,German,good,Banwell,501248,PROFESSOR,,4.8
23,Michelle,TEACHER,University of California Berkeley,1072,Writing,good,Baptiste,412049,PROFESSOR,,3.6
1,Stacey,TEACHER,University of California Berkeley,1072,French,poor,Baptiste,1127537,PROFESSOR,,1.5
19,Anne,TEACHER,University of California Berkeley,1072,Chemistry,good,Baranger,1686842,PROFESSOR,,3.8
2,Lisa,TEACHER,University of California Berkeley,1072,Psychology,good,Barcellos,1833201,PROFESSOR,,3.8
1,Lisa,TEACHER,University of California Berkeley,1072,Public Health,good,Barcellos,2138539,PROFESSOR,,5.0
34,Amelia,TEACHER,University of California Berkeley,1072,Spanish,good,Barili,868498,PROFESSOR,,3.8
4,Geoffrey,TEACHER,University of California Berkeley,1072,German,good,Barker,861030,PROFESSOR,,4.8
1,Adam,TEACHER,University of California Berkeley,1072,Slavic Languages amp Literatures,good,Barker,2285282,PROFESSOR,,5.0
1,Karen,TEACHER,University of California Berkeley,1072,Sociology,good,Barkey,2233062,PROFESSOR,,5.0
49,Andrew,TEACHER,University of California Berkeley,1072,Sociology,good,Barlow,274935,PROFESSOR,,3.6
0,Mark,TEACHER,University of California Berkeley,1072,Biology,zero,Barnby,2033349,PROFESSOR,,N/A
3,,TEACHER,University of California Berkeley,1072,Biology,good,Barnes,847213,PROFESSOR,,3.8
44,Barbara,TEACHER,University of California Berkeley,1072,Women's Studies,good,Barnes,1007625,PROFESSOR,,4.1
3,Todd,TEACHER,University of California Berkeley,1072,Rhetoric,good,Barnes,1232129,PROFESSOR,,4.7
5,Tony,TEACHER,University of California Berkeley,1072,Biology,good,Barnosky,901097,PROFESSOR,,4.7
2,Michelle,TEACHER,University of California Berkeley,1072,Theatre & Dance,good,Baron,1024599,PROFESSOR,,4.2
6,Reginald,TEACHER,University of California Berkeley,1072,Environmental Science,average,Barrett,795726,PROFESSOR,,3.2
2,Sonia,TEACHER,University of California Berkeley,1072,Spanish,average,Barrios,945833,PROFESSOR,,3.2
2,Patrick,TEACHER,University of California Berkeley,1072,Mathematics,good,Barrow,1001115,PROFESSOR,,3.5
4,Susanna,TEACHER,University of California Berkeley,1072,History,good,Barrows,937066,PROFESSOR,,4.9
1,Felipe,TEACHER,University of California Berkeley,1072,Theatre & Dance,good,Barrueto,922330,PROFESSOR,,4.5
21,Andrew,TEACHER,University of California Berkeley,1072,History,good,Barshay,519815,PROFESSOR,,4.0
10,Brian,TEACHER,University of California Berkeley,1072,Computer Science,good,Barsky,35004,PROFESSOR,,4.2
14,,TEACHER,University of California Berkeley,1072,English,good,Bartlett,475291,PROFESSOR,,4.6
3,James,TEACHER,University of California Berkeley,1072,Environmental Science,average,Bartolome,236360,PROFESSOR,,3.0
3,Greg,TEACHER,University of California Berkeley,1072,Biology,good,Barton,1217247,PROFESSOR,,4.3
4,Peter,TEACHER,University of California Berkeley,1072,Peace & Conflict Studies,good,Bartu,1012862,PROFESSOR,,4.8
11,Gibor,TEACHER,University of California Berkeley,1072,Physics,average,Basri,351040,PROFESSOR,,3.1
22,David,TEACHER,University of California Berkeley,1072,Rhetoric,average,Bates,320464,PROFESSOR,,3.4
3,Helen,TEACHER,University of California Berkeley,1072,MolecularCellular Biology,good,Bateup,2203882,PROFESSOR,,4.3
14,Marco,TEACHER,University of California Berkeley,1072,Physics,poor,Battaglia,414855,PROFESSOR,,2.1
1,Andras,TEACHER,University of California Berkeley,1072,Business Administration,good,Bauer,1167188,PROFESSOR,,4.5
1,Brian,TEACHER,University of California Berkeley,1072,East Asian Studies,average,Baumann,2228515,PROFESSOR,,3.0
7,Diana,TEACHER,University of California Berkeley,1072,Biology,average,Bautista,1257368,PROFESSOR,,3.3
0,Jim,TEACHER,University of California Berkeley,1072,Biology,zero,Baxter,2029650,PROFESSOR,,N/A
7,Alexandre,TEACHER,University of California Berkeley,1072,Civil Engineering,good,Bayen,865465,PROFESSOR,,4.3
1,Robertson,TEACHER,University of California Berkeley,1072,Mathematics,good,Bayer,1418070,PROFESSOR,,5.0
12,Melissa,TEACHER,University of California Berkeley,1072,Psychology,good,Bayne,2125793,PROFESSOR,,4.3
48,Hatem,TEACHER,University of California Berkeley,1072,Near Eastern Studies,good,Bazian,122342,PROFESSOR,,3.8
2,Khalilah,TEACHER,University of California Berkeley,1072,Mathematics,poor,Beal,2164593,PROFESSOR,,1.5
4,Kurt,TEACHER,University of California Berkeley,1072,German,good,Beals,1121663,PROFESSOR,,4.4
7,Dorri,TEACHER,University of California Berkeley,1072,English,poor,Beam,647533,PROFESSOR,,2.2
0,Dena,TEACHER,University of California Berkeley,1072,"Art, Media, & Design",zero,Beard,1654149,PROFESSOR,,N/A
3,Joshua,TEACHER,University of California Berkeley,1072,Philosophy,good,Beattie,890372,PROFESSOR,,4.3
53,P. Robert,TEACHER,University of California Berkeley,1072,Biology,good,Beatty,286178,PROFESSOR,,4.4
8,Patrick,TEACHER,University of California Berkeley,1072,Anthropology,average,Beauchesne,1837764,PROFESSOR,,3.3
10,Steven,TEACHER,University of California Berkeley,1072,Biology,poor,Beckendorf,805688,PROFESSOR,,1.8
1,Catherine,TEACHER,University of California Berkeley,1072,Art History,good,Becker,801919,PROFESSOR,,5.0
0,Sara,TEACHER,University of California Berkeley,1072,Engineering,zero,Beckman,2048297,PROFESSOR,,N/A
3,Kristina,TEACHER,University of California Berkeley,1072,Political Science,good,Bedrossian,778168,PROFESSOR,,5.0
20,David ,TEACHER,University of California Berkeley,1072,International Studies,good,Beecher ,1923660,PROFESSOR,,4.5
13,Laleh,TEACHER,University of California Berkeley,1072,Sociology,good,Behbehanian,1738107,PROFESSOR,,4.9
1,Michael,TEACHER,University of California Berkeley,1072,History,good,Behiels,1284452,PROFESSOR,,4.5
1,Steve,TEACHER,University of California Berkeley,1072,Environmental Science,good,Beissinger,949442,PROFESSOR,,4.5
2,Natalia,TEACHER,University of California Berkeley,1072,Biology,poor,Belfiore,933556,PROFESSOR,,2.2
2,Brooke,TEACHER,University of California Berkeley,1072,Film,good,Belisle,1129906,PROFESSOR,,4.2
1,Alexander,TEACHER,University of California Berkeley,1072,Chemical Engineering,poor,Bell,896786,PROFESSOR,,1.0
16,Anna Maria,TEACHER,University of California Berkeley,1072,Italian,good,Bellezza,834300,PROFESSOR,,5.0
0,Sima,TEACHER,University of California Berkeley,1072,Theatre & Dance,zero,Belmar,1842187,PROFESSOR,,N/A
2,Yuval,TEACHER,University of California Berkeley,1072,History,good,Ben-Bassat,2143763,PROFESSOR,,5.0
3,Ayelet,TEACHER,University of California Berkeley,1072,Comparative Literature,good,Ben-Yishai,793288,PROFESSOR,,5.0
1,Fareed,TEACHER,University of California Berkeley,1072,Film,good,Ben-Youssef,2184436,PROFESSOR,,5.0
3,Daniel,TEACHER,University of California Berkeley,1072,Engineering,average,Benoit,932790,PROFESSOR,,3.3
